HH1,HH2,HH3,HH4,HH5D,HH5M,HH5Y,HH6,HH7,HH9,HH10,HH11,HH12,HH13,HH14,HH15,HH16,TOHL6,TOHL7,TOHL8,WS1,WS2,WS3,WS4,WS5,WS6A,WS6B,WS6C,WS6D,WS6E,WS6F,WS6X,WS6Z,WS7,WS8,WS9,HC2,HC3,HC4,HC5,HC6,HC7,HC7A,HC8,HC9A,HC9B,HC9C,HC9D,HC9E,HC9F,HC10A,HC10B,HC10C,HC10D,HC10E,HC10F,CD7,CD9,CD11,CD12A,CD12B,CD12C,CD12D,CD12E,CD12F,CD12G,CD12H,CD12I,CD12J,CD12K,CD13,SI1,hhweight,wlthscor,wlthind5,helevel,hhsex
60,46,4,1,2,12,2005,2,48,1,1,1,0,0,0,0,1,0,0,0,21, ,10,2,2, , , , , , , , ,13,2, ,1,21,33,32,1, , ,1,1,2,1,2,2,1,2,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.446649104,1.14228912265834,1,3,1
34,60,1,1,24,11,2005,1,23,2, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
35,60,3,1,27,11,2005,1,23,1,1,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,3,.101354255,-1.0287412734961,5,3,2
36,60,4,1,24,11,2005,1,23,1,1,2,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,31,33,31,3, , ,1,1,2,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.080600882,-.463754119930778,3,3,2
37,60,5,1,5,12,2005,2,23,1,3,4,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,2,21,33,33,3, , ,1,1,2,1,1,2,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,1,.112143249,-.0757218929761751,2,3,1
13,59,1,1,28,11,2005,1,12,3, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
14,59,2,1,25,11,2005,1,12,1,1,1,0,0,0,0,3,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,2,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.189220638,-.990134538481703,5,3,2
15,59,5,1,2,12,2005,1,12,1,1,2,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , ,F,X, ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,2.972370999,-1.02490751829317,5,4,2
16,59,6,1,27,11,2005,1,12,1,1,2,1,1,0,0,4,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,2,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,6,1.81613449,-.304798708650109,3,3,1
17,59,7,1,2,12,2005,1,12,1,2,6,1,1,0,0,2,1,2,0,11, , , ,1,A, , , , ,F,X, ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,3,1.690404258,-1.05022060313584,5,3,1
18,59,8,1,4,12,2005,1,12,1,1,1,0,0,0,0,3,0,0,0,11, , , ,1,A, , ,D, , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,1.640713622,-1.11639080878805,5,4,2
34,59,2,1,24,11,2005,1,23,1,1,4,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,4,2,1,2,1,2,2,2,2,2,2,2,2,1,.260982731,-.844434982207338,4,4,2
35,59,3,1,27,11,2005,1,23,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,31,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,3,.101354255,-1.0007529355073,5,4,1
37,59,5,1,7,12,2005,2,23,1,1,5,1,1,1,1,1,1,2,1,12, , , ,2, , , , , , , , ,21,2, ,2,21,33,22,3, , ,1,1,2,1,2,2,1,1,1,2,1,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,.112143249,1.34327797983692,1,3,2
14,58,2,1,22,11,2005,1,12,1,2,4,2,2,0,0,3,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,3,32,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,2.189220638,-1.07083063993028,5,3,1
15,58,5,1,3,12,2005,1,12,1,1,4,2,2,0,0,1,2,0,0,11, , , ,2, , , , , , , , ,11,2, ,3,35,35,34,3, , ,1,1,2,1,1,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,3,2.972370999,-1.07580127856631,5,4,1
16,58,6,1,1,12,2005,1,12,1,2,3,1,1,0,0,4,1,1,0,11, , , ,1, , , , , ,F, , ,11,2, ,3,35,33,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,1,2,1,2,2,2,2,2,2,1,1.81613449,-.536746572171615,3,4,1
17,58,7,1,4,12,2005,1,12,1,1,2,1,1,0,0,2,1,0,0,11, , , ,1, , , , , ,F, , ,11,2, ,2,21,35,34,3, , ,1,1,2,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.690404258,-.648934114425396,3,3,2
18,58,8,1,4,12,2005,1,12,1,1,1,0,0,0,0,3,0,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,2,1.640713622,-.89362068854766,4,3,2
19,58,10,1,3,12,2005,2,12,1,1,1,0,0,0,0,6,0,0,0,31, ,10,1,2, , , , , , , , ,22,2, ,3,21,33,35,2, , ,1,1,1,1,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.794857809,1.56607898693594,1,3,2
34,58,2,1,2,12,2005,1,23,1,1,4,0,0,1,1,1,0,0,1,91,11, , ,2, , , , , , , , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,.260982731,-.711787714704895,3,4,1
36,58,4,1,6,12,2005,1,23,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1, , , ,D, , , , ,11,2, ,2,21,33,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,1,.080600882,-.259972030703168,3,3,1
37,58,5,1,26,11,2005,2,23,1,3,5,1,1,1,1,1,1,1,1,12, , , ,2, , , , , , , , ,21,2, ,2,21,33,23,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,1,.112143249,.997796596382475,2,3,1
13,57,1,1,28,11,2005,1,12,3, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
14,57,2,1,2,12,2005,1,12,1,2,2,0,0,0,0,3,0,0,0,11, , , ,2, , , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.189220638,-1.04759945859856,5,3,1
15,57,5,1,3,12,2005,1,12,1,2,4,1,1,0,0,1,1,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,2,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,2,2.972370999,-.902165128441355,4,4,1
16,57,6,1,1,12,2005,1,12,1,1,3,1,1,0,0,4,1,1,0,11, , , ,2, , , , , , , , ,11,2, ,3,35,33,33,3, , ,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,3,1,1,1,2,1,2,2,2,2,2,2,2,2,1.81613449,-.213315418155229,2,3,1
17,57,7,1,5,12,2005,1,12,1,1,2,1,1,0,0,2,1,1,0,91,11, , ,1, , , , , ,F, , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,1.690404258,-.764452220185437,3,3,2
18,57,8,1,5,12,2005,1,12,1,2,3,0,0,0,0,3,0,0,0,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,2,1.640713622,-1.05563705821922,5,3,1
19,57,10,1,1,12,2005,2,12,1,1,6,2,2,0,0,6,2,2,0,12, , , ,1,A, , , , ,F, , ,21,2, ,4,21,33,35,2, , ,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,5,2,1,2,1,1,2,2,1,2,2,2,2,1,2.794857809,1.24269976637186,1,4,2
34,57,2,1,27,11,2005,1,23,1,2,4,2,2,1,1,1,2,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.260982731,-.853612725488455,4,3,2
35,57,3,1,27,11,2005,1,23,1,1,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,33,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,1,.101354255,-.624273175282082,3,3,1
36,57,4,1,30,11,2005,1,23,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
37,57,5,1,7,12,2005,2,23,1,2,6,2,2,2,2,1,2,0,2,11, , , ,1,A, , , , ,F, , ,11,2, ,2,21,33,33,2, , ,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,.112143249,.443607611573136,2,3,2
1,56,2,1,4,12,2005,1,1,1,1,3,1,1,0,0,1,1,2,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2,1,2,1,2,2,2,2,2,1,2,2.347668472,-1.04127118738789,5,3,2
2,56,3,1,10,12,2005,1,1,1,1,3,1,1,0,0,1,1,0,0,11, , , ,2, , , , , , , , ,11,2, ,1,31,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.927661254,-1.13292869680709,5,4,2
3,56,4,1,2,12,2005,1,1,1,2,2,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,1,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,2,2.206800443,-.784485669558181,4,3,1
4,56,5,1,30,11,2005,2,1,1,2,2,0,0,0,0,1,0,0,0,11, , , ,1,A, , , , , , , ,13,2, ,1,21,33,32,2, , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.395302746,.77948740675902,2,3,1
5,56,6,1,12,12,2005,2,1,1,2,3,1,1,1,1,1,1,0,1,31, ,10,2,2, , , , , , , , ,22,2, ,2,96,33,96,2, , ,1,1,2,1,1,2,2,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,.079007137,1.19443960910459,1,3,1
6,56,1,1,27,11,2005,1,5,1,2,5,2,2,1,1,1,2,1,1,11, , , ,1, , , ,D, , , , ,11,2, ,2,31,33,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,5,1,1,2,1,2,2,2,2,2,2,2,2,1,.095321852,-.479874167200497,3,4,1
7,56,2,1,5,12,2005,1,5,1,4,6,1,1,0,0,1,1,1,0,32, ,5,2,1, ,B, , , ,F, , ,41,2, ,1,21,33,33,2, , ,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,6,2,1,1,2,2,2,2,2,2,2,2,2,1,1.578442282,1.26786814324573,1,3,2
8,56,3,1,5,12,2005,2,5,1,2,4,1,1,1,1,1,1,1,1,31, ,10,1,2, , , , , , , , ,31,2, ,1,21,33,33,2, , ,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,4,2,1,2,1,2,1,2,2,2,2,2,2,3,.161749882,1.28149520871151,1,3,2
9,56,31,1,30,11,2005,2,5,1,1,3,1,1,0,0,1,1,0,0,12, , , ,2, , , , , , , , ,22,2, ,3,21,33,22,2, , ,2,1,1,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,2,1.709877121,1.55377322918014,1,3,2
10,56,1,1,7,12,2005,1,7,1,1,5,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,11,2, ,2,31,33,33,3, , ,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,2,3,.333203755,-.396456218069312,3,4,2
11,56,2,1,6,12,2005,2,7,1,2,3,1,1,1,1,2,1,0,1,31, ,5,2,1,A, , , , , , , ,22,2, ,1,21,33,36,3, , ,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,3,.139832688,1.67158262114796,1,4,1
12,56,3,1,4,12,2005,2,7,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
13,56,1,1,29,11,2005,1,12,1,1,1,0,0,0,0,5,0,0,0,11, , , ,1,A, , , , , ,X, ,11,2, ,1,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,2.524167411,-1.03494291617722,5,4,2
14,56,2,1,26,11,2005,1,12,1,2,2,0,0,0,0,3,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.189220638,-1.04759945859856,5,3,1
15,56,5,1,3,12,2005,1,12,1,2,2,0,0,0,0,1,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.972370999,-1.02838631743339,5,4,2
16,56,6,1,26,11,2005,1,12,1,4,4,2,2,0,0,4,2,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,3,35,33,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.81613449,-.540965419645394,3,4,1
17,56,7,1,3,12,2005,1,12,1,1,1,0,0,0,0,2,0,0,0,11, , , ,2, , , , , , , , ,11,2, ,1,21,35,34,3, , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.690404258,-.137568934868137,2,3,1
18,56,8,1,5,12,2005,1,12,1,1,2,1,1,0,0,3,1,1,0,11, , , ,1,A, , ,D, , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1.640713622,-.936903026938508,4,3,2
19,56,10,1,2,12,2005,2,12,1,2,2,0,0,0,0,3,0,0,0,12, , , ,1,A, , , , ,F, , ,12,2, ,2,21,33,33,3, , ,1,1,1,1,2,2,2,1,1,2,2,2,2, , , , , , , , , , , , , , , ,2,2.794857809,1.03091316388162,2,4,1
20,56,9,1,2,12,2005,1,14,1,2,3,1,1,1,1,3,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,2,2,2,1,2,2,2,2,2,1,1,.174879584,-1.16091703479589,5,4,1
21,56,1,1,30,11,2005,1,14,1,2,2,1,1,0,0,15,1,0,0,11, , , ,1, , , , , ,F, , ,11,2, ,1,35,33,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , , ,1,2.28977874,-.492356490697512,3,4,1
22,56,16,1,7,12,2005,1,14,1,1,4,1,1,1,1,15,1,1,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,4,1,1,2,1,2,1,2,1,2,2,2,1,1,.159179695,-.766449575293302,4,3,2
23,56,19,1,5,12,2005,1,14,1,2,5,2,2,1,1,3,2,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,96,33,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,7,.165765567,-.497103947958966,3,3,1
24,56,26,1,8,12,2005,1,14,3, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
25,56,30,1,1,12,2005,1,14,1,2,4,3,3,0,0,6,3,0,0,11, , , ,2, , , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.430659147,-1.17357357721723,5,4,1
26,56,54,1,4,12,2005,1,14,1,2,5,1,1,0,0,18,1,1,0,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,5,1,1,2,1,1,2,2,2,2,2,2,8,1,2.736411433,-1.02330193383972,5,4,1
27,56,60,1,5,12,2005,2,14,3, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
28,56,1,1,5,12,2005,1,18,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
29,56,2,1,1,12,2005,1,18,1,1,2,0,0,0,0,1,0,0,0,11, , , ,1, , , , , ,F, , ,11,2, ,2,35,35,33,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,1.359962852,-.768283487279921,4,3,2
30,56,3,1,2,12,2005,2,18,1,1,3,1,1,0,0,1,1,1,0,31, ,5,2,2, , , , , , , , ,22,2, ,2,21,33,33,8,3, ,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,3,2,1,2,2,1,2,2,2,2,2,2,2,3,2.216101505,1.43028517890071,1,4,2
31,56,1,1,29,11,2005,1,21,1,4,5,1,1,1,1,1,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,3,31,35,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,1,.141248206,-.965278437224944,5,4,2
32,56,2,1,29,11,2005,2,21,1,2,3,1,1,1,1,1,1,0,1,11, , , ,2, , , , , , , , ,22,2, ,1,21,33,33,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,3,1,1,1,2,1,1,2,2,2,2,2,2,3,.091476301,.478682525348031,2,3,1
33,56,3,1,30,11,2005,2,21,1,2,7,3,3,1,1,1,3,1,1,31, ,5,2,2, , , , , , , , ,22,2, ,3,21,33,33,3, , ,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,.12695352,.971923473518937,2,3,1
34,56,2,1,20,11,2005,1,23,1,1,2,1,1,0,0,1,1,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,3.428043446,-.740295149291121,3,3,2
35,56,3,1,26,11,2005,1,23,1,1,2,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,.101354255,-1.01608473107476,5,4,2
36,56,4,1,3,12,2005,1,23,1,1,3,1,1,1,1,1,1,0,1,11, , , ,1, , , ,D, , , , ,11,2, ,2,21,33,32,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.080600882,-.02328620503579,2,4,1
37,56,5,1,7,12,2005,2,23,1,1,4,1,1,2,2,1,1,0,2,11, , , ,2, , , , , , , , ,11,2, ,3,21,33,33,2, , ,1,1,2,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,.112143249,.38844208388142,2,3,2
38,56,1,1,29,11,2005,1,26,1,2,3,1,1,0,0,1,1,1,0,11, , , ,1,A, , , , , , , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,1,1,2,1,2,2,2,2,2,2,3,2.513653392,-.847284454277787,4,4,1
39,56,2,1,23,11,2005,2,26,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
40,56,3,1,27,11,2005,2,26,1,3,6,2,2,0,0,1,2,1,0,31, ,5,1,2, , , , , , , , ,22,2, ,3,21,33,33,3, , ,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,3,1.257799231,.82045422253182,2,3,1
41,56,1,1,3,12,2005,1,32,1,2,2,1,1,0,0,1,1,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,1,31,35,31,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,2.118024256,-1.07957968358084,5,4,1
42,56,1,1,24,11,2005,1,32,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
43,56,2,1,5,12,2005,2,32,1,1,5,3,3,1,1,1,3,0,1,31, ,5,2,2, , , , , , , , ,22,2, ,3,21,33,33,3, , ,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,1,.207038895,1.08102220224249,1,4,2
44,56,1,1,4,12,2005,1,35,1,1,1,1,1,0,0,1,1,0,0,91,11, , ,1,A, , , , ,F, , ,11,2, ,1,31,33,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.718899862,-.469839212471966,3,4,2
45,56,2,1,5,12,2005,2,35,1,1,1,1,1,0,0,1,1,0,0,12, , , ,2, , , , , , , , ,12,2, ,1,21,33,33,3, , ,2,1,2,1,1,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.674109288,.727320587343733,2,3,2
46,56,3,1,21,11,2005,1,44,1,2,4,1,1,1,1,3,1,0,1,91,11, , ,1,A, , , , ,F, , ,11,2, ,3,35,35,34,1, , ,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,1,.12133528,-.761436563851213,3,4,1
47,56,4,1,2,12,2005,1,44,1,1,2,0,0,0,0,4,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,21,33,33,3, , ,1,1,1,1,2,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,1,2.228538024,.262615261420905,2,3,2
48,56,5,1,30,11,2005,1,44,3, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
49,56,6,1,5,12,2005,1,44,3, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
50,56,7,1,21,11,2005,2,44,1,1,1,0,0,0,0,7,0,0,0,11, , , ,2, , , , , , , , ,22,2, ,1,21,33,96,3, , ,1,1,2,1,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.326863081,.58496379040176,2,2,2
51,56,2,1,7,12,2005,1,46,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,1,31,35,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,3,.348686928,-.826465728659163,4,4,1
52,56,3,1,3,12,2005,1,46,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
53,56,6,1,9,12,2005,1,46,1,1,4,1,1,1,1,1,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,31,35,33,3, , ,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,2,2,2,3,.170095436,-.677517518047428,3,4,2
54,56,7,1,5,12,2005,1,46,1,2,4,0,0,0,0,1,0,0,0,11, , , ,1, , , , , ,F, , ,12,2, ,3,31,33,33,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,3,.81496787,-.0245376124682481,2,3,1
55,56,8,1,8,12,2005,2,46,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
56,56,7,1,17,11,2005,2,46,1,2,5,2,2,0,0,1,2,1,0,11, , , ,1,A, , ,D, , , , ,12,2, ,4,31,34,33,3, , ,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,5,2,2,2,1,1,2,2,1,2,1,2,1,2,1.040563782,.0537943526542244,2,2,2
57,56,9,1,6,12,2005,2,46,1,2,4,1,1,0,0,1,1,2,0,31, ,10,2,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,1,1.042497579,.995037937104309,2,3,1
58,56,2,1,30,11,2005,1,48,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,.273043864,-.854454066647963,4,3,1
59,56,3,1,6,12,2005,1,48,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
60,56,4,1,5,12,2005,2,48,1,1,2,0,0,0,0,1,0,0,0,21, ,10,2,2, , , , , , , , ,13,2, ,2,21,33,32,8,3, ,2,1,2,1,2,2,1,1,1,2,1,2,2, , , , , , , , , , , , , , , ,1,1.446649104,1.62337953818626,1,3,2
61,56,1,1,8,12,2005,1,51,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,35,33,34,2, , ,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,1,.291812593,-.174852280009716,2,4,1
62,56,2,1,7,12,2005,1,51,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
63,56,3,1,8,12,2005,1,51,1,2,3,2,2,0,0,3,2,0,0,13, ,10,2,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,2,2,1,2,2,2,1,2,2, , , , , , , , , , , , , , , ,1,1.396128739,-.256402362701713,3,3,1
