HH1,HH2,HH3,HH4,HH5D,HH5M,HH5Y,HH6,HH7,HH9,HH10,HH11,HH12,HH13,HH14,HH15,HH16,TOHL6,TOHL7,TOHL8,WS1,WS2,WS3,WS4,WS5,WS6A,WS6B,WS6C,WS6D,WS6E,WS6F,WS6X,WS6Z,WS7,WS8,WS9,HC2,HC3,HC4,HC5,HC6,HC7,HC7A,HC8,HC9A,HC9B,HC9C,HC9D,HC9E,HC9F,HC10A,HC10B,HC10C,HC10D,HC10E,HC10F,CD7,CD9,CD11,CD12A,CD12B,CD12C,CD12D,CD12E,CD12F,CD12G,CD12H,CD12I,CD12J,CD12K,CD13,SI1,hhweight,wlthscor,wlthind5,helevel,hhsex
11,26,2,1,26,11,2005,2,7,1,4,7,1,1,1,1,2,1,2,1,11, , , ,1, ,B, , , , , , ,22,2, ,3,21,33,33,3, , ,2,1,2,1,2,1,1,1,1,2,1,2,2,3,2,6,1,1,2,1,2,2,2,2,2,2,2,2,2,.139832688,.723270973030091,2,2,1
12,26,3,1,30,11,2005,2,7,1,3,4,1,1,0,0,1,1,1,0,31, ,4,2,1, ,B, , , , , , ,22,2, ,2,21,33,33,8,3, ,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,4,2,1,2,1,1,2,2,2,2,2,2,2,1,.827315131,1.40474376652487,1,2,2
13,26,1,1,30,11,2005,1,12,1,1,3,1,1,1,1,5,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,8,1,.289691765,-1.03123578950384,5,4,2
14,26,2,1,26,11,2005,1,12,1,3,4,1,1,1,1,3,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,7,.30754301,-1.04759945859856,5,3,1
15,26,4,1,3,12,2005,1,12,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,1,.3256716,-1.12152511218376,5,3,1
16,26,6,1,26,11,2005,1,12,1,2,3,1,1,1,1,4,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,3,35,33,33,3, , ,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,3,.181201627,-.436085538395618,3,4,1
17,26,7,1,5,12,2005,1,12,1,2,3,1,1,1,1,2,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.166074804,-1.14170389363072,5,3,1
18,26,8,1,30,11,2005,1,12,1,2,3,1,1,1,1,3,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,3,1,1,2,2,1,2,2,2,2,2,2,2,1,.154667574,-.998413712690769,5,4,1
19,26,9,1,27,11,2005,2,12,1,2,6,1,1,1,1,3,1,0,1,21, ,15,1,1,A, , , , , , , ,13,2, ,4,21,33,33,3, , ,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,8,3,.253631997,.940901489915186,2,3,1
20,26,9,1,20,11,2005,1,14,1,2,4,2,2,0,0,3,2,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,2,35,35,34,3, , ,1,1,2,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.389254735,-1.02838631743339,5,4,1
21,26,3,1,10,12,2005,1,14,1,2,3,1,1,1,1,15,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,1,.166424297,-.562287984547454,3,4,1
22,26,16,1,10,12,2005,1,14,1,2,3,1,1,0,0,15,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,2.936590933,-.543074843382283,3,4,1
23,26,19,1,2,12,2005,1,14,1,2,3,2,2,0,0,3,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.806174237,-.909984357642382,4,3,1
24,26,26,1,26,11,2005,1,14,1,1,3,1,1,1,1,3,1,1,1,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,35,33,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,.158443097,-.774611758490589,4,3,2
25,26,30,1,19,11,2005,1,14,1,2,3,2,2,0,0,6,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,2,1,1,2,1,2,2,2, , , , , , , , , , , , , , , ,1,2.430659147,-.869640688842394,4,4,1
26,26,54,1,1,12,2005,1,14,1,2,4,1,1,1,1,18,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,3, , ,2,1,2,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.226469587,-.89709948768788,4,3,1
27,26,60,1,28,11,2005,2,14,1,1,5,2,2,0,0,18,2,2,0,31, ,25,1,2, , , , , , , , ,11,2, ,2,35,33,33,1, , ,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,5,1,1,2,1,2,1,2,2,2,2,2,2,1,1.687924258,.39877492154842,2,3,2
28,26,1,1,3,12,2005,1,18,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,2,31,35,33,3, , ,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,3,1,1,2,1,2,1,2,2,2,2,2,2,1,.12426234,-.783262935417098,4,4,2
29,26,2,1,21,11,2005,1,18,1,3,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,33,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,1.359962852,-.793596572122594,4,3,2
30,26,3,1,24,11,2005,2,18,1,2,4,1,1,0,0,1,1,2,0,31, ,5,1,1,A, , , , ,F, , ,22,2, ,2,21,33,33,8,3, ,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,2,1,2,2,1,2,2,2,2,2,2,2,1,2.216101505,1.72568294912408,1,3,1
31,26,1,1,22,11,2005,1,21,1,1,5,3,3,0,0,1,3,1,0,11, , , ,2, , , , , , , , ,11,2, ,3,31,35,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,1,2.806131034,-.965278437224944,5,3,2
32,26,2,1,23,11,2005,2,21,1,2,4,1,1,2,2,1,1,0,2,11, , , ,1,A, , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,3,.091476301,.491339067769367,2,3,1
33,26,3,1,22,11,2005,2,21,1,4,6,1,1,1,1,1,1,1,1,11, , , ,2, , , , , , , , ,22,2, ,2,31,33,23,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,5,1,1,2,1,1,1,2,2,2,2,2,2,1,.12695352,.291198053034315,2,3,1
35,26,3,1,24,11,2005,1,23,1,2,3,1,1,0,0,1,1,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,1,1.324215377,-1.05314254221148,5,4,1
36,26,4,1,29,11,2005,1,23,1,1,2,0,0,0,0,1,0,0,0,11, , , ,1,A, , , , , , , ,13,2, ,2,21,33,32,2, , ,1,1,2,1,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.345027219,.811357090345527,2,3,2
37,26,5,1,25,11,2005,2,23,1,1,1,0,0,0,0,1,0,0,0,12, , , ,2, , , , , , , , ,21,2, ,2,21,33,23,2, , ,1,1,1,2,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,1.719529811,1.5127162070294,1,3,2
38,26,1,1,24,11,2005,1,26,1,1,3,3,3,0,0,1,3,0,0,11, , , ,1,A, , , , , , , ,11,2, ,1,35,33,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,2.513653392,-.349324934657953,3,3,2
39,26,2,1,18,11,2005,2,26,1,2,6,2,2,1,1,1,2,0,1,31, ,5,1,1,A, , , , , , , ,22,2, ,3,31,33,33,3, , ,2,1,1,1,1,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,2,.09858318,.647052871225337,2,3,1
40,26,3,1,22,11,2005,2,26,1,1,3,2,2,0,0,1,2,0,0,31, ,10,1,2, , , , , , , , ,22,2, ,2,21,33,26,3, , ,2,1,1,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,3,1.257799231,1.19162792059759,1,3,2
41,26,1,1,16,11,2005,1,32,1,1,2,1,1,1,1,1,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,1,34,35,31,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,.183722753,-.849615501418645,4,4,2
42,26,1,1,18,11,2005,1,32,1,2,4,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,11,2, ,1,31,33,33,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,4,1,1,1,1,2,1,2,2,2,2,2,2,1,.250101557,-.434654172866487,3,4,1
43,26,1,1,5,12,2005,2,32,1,1,4,1,1,0,0,1,1,1,0,21, ,5,1,1, , , , , ,F, , ,22,2, ,3,21,33,26,3, , ,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2.666682092,1.07774784755051,1,4,2
44,26,1,1,2,12,2005,1,35,1,1,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,2,35,33,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,1,.238664188,-.562287984547454,3,4,1
45,26,2,1,3,12,2005,2,35,1,1,4,1,1,1,1,1,1,0,1,21, ,10,2,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,2,1,2,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.146390722,1.00442826786531,2,3,2
46,26,2,1,30,11,2005,1,44,1,1,1,0,0,0,0,4,0,0,0,91,11, , ,1, , , ,D, , , , ,11,2, ,1,35,35,33,3, , ,1,1,2,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,2.496220595,-.576619539361679,3,4,2
47,26,4,1,30,11,2005,1,44,1,2,3,1,1,1,1,4,1,0,1,61, ,10,1,2, , , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,2,1,1,2,1,2,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.192464648,-.136726288464389,2,3,1
48,26,5,1,30,11,2005,1,44,1,3,5,1,1,1,1,5,1,0,1,91,11, , ,2, , , , , , , , ,11,2, ,3,35,35,34,3, , ,1,1,1,1,1,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,.211541415,-.779446513876828,4,4,1
49,26,6,1,5,12,2005,1,44,1,1,1,0,0,0,0,6,0,0,0,12, , , ,1, , , , , ,F, , ,22,2, ,1,21,33,32,6,3, ,1,1,1,1,2,2,1,1,2,1,2,2,2, , , , , , , , , , , , , , , ,1,2.20458771,1.51003432245475,1,3,1
50,26,7,1,22,11,2005,2,44,1,2,6,2,2,1,1,7,2,0,1,12, , , ,1,A, , , , ,F, , ,22,2, ,3,21,33,33,3, , ,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,.079435262,.941340357705282,2,3,1
51,26,1,1,6,12,2005,1,46,1,4,6,3,3,1,1,1,3,0,1,11, , , ,1,A, , , , ,F, , ,11,2, ,3,31,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,3,.348686928,-.878013994203842,4,4,1
52,26,3,1,1,12,2005,1,46,1,1,4,2,2,0,0,1,2,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,31,35,33,3, , ,1,1,2,1,1,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , , ,3,.838126178,-.858800853038672,4,3,1
53,26,5,1,3,12,2005,1,46,1,2,4,1,1,2,2,1,1,0,2,11, , , ,2, , , , , , , , ,11,2, ,1,31,35,33,3, , ,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,4,1,1,1,1,2,1,2,1,2,2,2,2,2,.170095436,-.74763898058562,3,3,1
54,26,7,1,8,12,2005,1,46,1,4,7,2,2,2,2,1,2,0,2,11, , , ,1,A, , , , ,F, , ,12,2, ,3,31,33,33,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,.084486302,-.259964275129974,3,3,2
55,26,8,1,25,11,2005,2,46,1,2,3,2,2,0,0,1,2,0,0,31, ,7,1,1, ,B, , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,3,1.172070032,.991648335484501,2,3,1
56,26,7,1,25,11,2005,2,46,1,1,6,2,2,1,1,1,2,1,1,11, , , ,1,A, , ,D, , , , ,12,2, ,3,31,33,33,3, , ,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,.14080236,.177239041571085,2,3,2
57,26,9,1,3,12,2005,2,46,1,1,5,1,1,1,1,1,1,1,1,31, ,4,1,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,.140722814,1.07047508355804,1,3,2
58,26,1,1,23,11,2005,1,48,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
59,26,3,1,24,11,2005,1,48,1,1,2,0,0,0,0,1,0,0,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.935750221,-.859766777774801,4,4,2
60,26,4,1,18,11,2005,2,48,1,2,5,1,1,1,1,1,1,2,1,11, , , ,1,A, , , , , , , ,11,2, ,3,21,33,33,2, , ,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,4,2,1,2,1,2,1,2,2,2,2,2,2,2,.226732785,.693363013122184,2,3,1
61,26,1,1,8,11,2005,1,51,1,2,2,0,0,0,0,1,0,0,0,11, , , ,1, , , ,D, , , , ,11,2, ,1,35,33,32,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,5.048357858,-.507106568493164,3,4,1
62,26,2,1,5,12,2005,1,51,1,1,2,1,1,1,1,2,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,21,35,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,.104167213,-.58707555222031,3,4,2
63,26,3,1,4,12,2005,1,51,1,2,3,1,1,1,1,3,1,0,1,13, ,15,2,1,A, , , , ,F, , ,21,2, ,1,21,33,22,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.055322104,.967632340624174,2,3,1
64,26,4,1,7,12,2005,2,51,1,2,2,0,0,0,0,4,0,0,0,31, ,15,1,2, , , , , , , , ,22,2, ,1,21,33,22,8,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,1.511514752,1.67838586144,1,3,1
65,26,5,1,26,11,2005,2,51,3, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
66,26,1,1,25,11,2005,1,53,1,1,2,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,.241080164,-1.14826049237456,5,3,2
67,26,3,1,7,12,2005,1,53,1,1,3,1,1,0,0,3,1,2,0,11, , , ,2, , , , , , , , ,11,2, ,2,35,33,33,3, , ,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,3,1,1,2,1,1,2,2,1,2,2,2,1,3,1.972499973,-.325335282581057,3,4,2
68,26,4,1,21,11,2005,2,53,1,1,5,1,1,2,2,2,1,0,2,31, ,4,1,2, , , , , , , , ,21,2, ,3,35,31,35,3, , ,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,4,2,1,2,1,2,2,2,2,2,2,2,2,1,.202113911,1.02315952437347,2,3,2
69,26,1,1,26,11,2005,1,56,1,3,5,2,2,0,0,1,2,0,0,11, , , ,2, , , , , , , , ,11,2, ,3,31,35,31,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,7,1.650942702,-1.07536083610706,5,3,2
70,26,2,1,23,11,2005,2,56,1,1,6,1,1,2,2,1,1,2,2,31, ,5,2,2, , , , , , , , ,23,2, ,2,21,33,26,8,3, ,1,1,1,1,2,2,2,1,1,1,2,2,2,3,2,4,2,1,2,2,2,1,2,2,2,2,2,2,7,.231000427,1.97542368793434,1,3,1
71,26,15,1,1,12,2005,2,56,1,2,5,1,1,2,2,1,1,1,2,31, ,10,2,1,A, , , , , , , ,22,2, ,4,21,33,26,8,3, ,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,3,.105997753,2.1522428957712,1,3,1
72,26,2,2,28,11,2005,1,59,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , ,D, , , , ,11,2, ,2,35,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,2,2,1,2,2,2,2,1,2,2,1,.13981066,-1.00975645986409,5,4,1
73,26,1,1,24,11,2005,1,59,1,1,2,1,1,1,1,1,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,1,35,35,33,3, , ,1,1,2,1,2,2,2,1,2,2,2,2,2, , , , , , , , , , , , , , , ,1,.123832594,-.546453578157764,3,4,2
74,26,1,1,4,12,2005,2,59,1,2,4,1,1,1,1,1,1,1,1,12, , , ,2, , , , , , , , ,22,2, ,1,21,31,36,8,3, ,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,.090052669,1.87676659783491,1,4,1
75,26,1,1,5,12,2005,1,61,1,1,5,1,1,2,2,1,1,0,2,11, , , ,1,A, , , , ,F, , ,11,2, ,2,31,35,34,3, , ,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,3,1,1,2,1,1,1,1,2,2,1,2,1,1,.238525377,-.889647723630028,4,3,1
76,26,25,1,3,12,2005,2,61,1,1,4,2,2,1,1,1,2,0,1,31, ,5,2,2, , , , , , , , ,31,2, ,2,21,33,33,3, , ,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,4,1,1,2,1,2,1,2,2,2,2,2,2,1,.107109519,.774822246583534,2,3,2
77,26,22,1,23,11,2005,2,61,1,1,6,1,1,1,1,1,1,1,1,31, ,5,2,2, , , , , , , , ,22,2, ,3,21,33,33,3, , ,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,1,.098207456,.921115256307817,2,3,1
78,26,1,1,25,11,2005,1,63,1,1,4,0,0,1,1,1,0,0,1,11, , , ,1, , , ,D, , , , ,11,2, ,2,35,35,34,3, , ,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,.252126043,-1.17266176108994,5,4,1
79,26,2,1,6,12,2005,1,63,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
80,26,3,1,24,11,2005,1,63,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,21,35,33,3, , ,1,1,2,1,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.096393668,-.27630094062526,3,3,1
81,26,5,1,15,11,2005,1,63,1,1,4,2,2,1,1,1,2,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,4,2,1,2,2,2,1,2,2,2,2,2,2,1,.112636555,-.881601063477255,4,3,2
82,26,4,1,28,11,2005,2,63,1,3,6,3,3,2,2,1,3,0,2,31, ,20,2,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,1,.139841463,.973203651401856,2,3,1
83,26,1,1,26,11,2005,1,65,1,2,4,1,1,1,1,1,1,1,1,11, , , ,1,A, , , , , , , ,11,1,4,2,35,35,33,1, , ,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,3,2,1,2,1,1,1,2,2,2,2,2,2,7,.22730221,-.476441443106069,3,3,1
84,26,2,1,30,11,2005,2,65,1,2,3,1,1,1,1,1,1,0,1,13, ,10,2,2, , , , , , , , ,22,2, ,1,21,33,32,6,3, ,1,1,1,1,1,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , ,7,.138146101,1.43004929892833,1,3,1
85,26,1,1,29,11,2005,1,68,1,1,3,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,33,33,3, , ,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,3,.140700846,-.480611764403461,3,4,2
86,26,6,1,5,12,2005,1,68,1,2,3,1,1,1,1,1,1,0,1,11, , , ,2, , , , , , , , ,11,2, ,2,35,35,34,1, , ,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,1,.110113145,-.817698578506712,4,4,1
87,26,9,1,27,11,2005,2,68,1,2,3,1,1,1,1,1,1,0,1,31, ,5,2,2, , , , , , , , ,22,2, ,2,21,33,33,3, , ,1,1,2,1,1,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , ,1,.269126682,1.00168373336855,2,4,1
88,26,1,1,28,11,2005,1,71,1,2,3,1,1,1,1,2,1,0,1,91,11, , ,1, , , ,D, , , , ,11,2, ,1,35,35,34,3, , ,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,7,.356069425,-.932796861067669,4,4,1
89,26,2,1,25,11,2005,2,71,1,2,4,1,1,0,0,1,1,2,0,31, ,5,2,2, , , , , , , , ,22,2, ,2,21,33,26,3, , ,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,4,1,1,2,1,1,2,2,2,2,2,2,2,7,2.468463934,1.44617852690407,1,3,1
90,26,1,1,21,11,2005,1,73,1,1,3,1,1,0,0,1,1,1,0,11, , , ,1,A, , , , ,F, , ,11,1,2,1,31,35,33,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,3,1.459704932,-.866269267909792,4,3,1
91,26,3,1,25,11,2005,2,73,1,2,3,1,1,1,1,1,1,0,1,31, ,10,2,2, , , , , , , , ,22,2, ,2,21,33,33,8,3, ,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,3,.083949066,1.58654180886323,1,3,1
92,26,4,1,1,12,2005,2,73,1,2,3,1,1,1,1,1,1,0,1,31, ,10,2,2, , , , , , , , ,41,2, ,3,21,33,32,2, , ,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,3,.075113978,1.48470948582771,1,3,1
93,26,1,1,30,11,2005,1,74,1,1,3,1,1,0,0,1,1,1,0,11, , , ,1,A, , , , , , , ,11,2, ,2,35,35,33,2, , ,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,1,1,1,1,2,1,2,2,2,2,3,3.009066804,-.607701218896527,3,4,2
94,26,3,1,1,12,2005,2,74,1,2,2,1,1,0,0,1,1,0,0,31, ,5,1,2, , , , , , , , ,22,2, ,2,21,31,26,8,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2, , , , , , , , , , , , , , , ,1,1.850283248,1.82257533297793,1,3,1
95,26,1,1,30,11,2005,1,80,1,2,6,1,1,2,2,1,1,1,2,11, , , ,1,A, , , , , , , ,11,2, ,3,31,35,31,3, , ,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,1,.203615332,-.988096393085958,5,4,1
96,26,2,1,1,12,2005,1,80,1,1,3,1,1,1,1,1,1,0,1,11, , , ,1, , , ,D, , , , ,11,2, ,1,31,35,31,1, , ,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,.236381294,-.880076271925338,4,4,1
97,26,8,1,18,12,2005,1,80,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , 
98,26,4,1,29,11,2005,1,80,1,2,5,1,1,1,1,1,1,0,1,11, , , ,1,A, , , , , , , ,11,2, ,3,35,35,34,1, , ,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,.250418222,-.907480422108552,4,4,1
99,26,5,1,1,12,2005,1,80,1,2,3,1,1,0,0,1,1,1,0,11, , , ,1, , , ,D, , , , ,11,2, ,2,31,35,33,3, , ,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,1,2,2,2,2,3,2.134167001,-.919554603607497,4,4,1
100,26,7,1,8,12,2005,1,80,1,2,5,1,1,1,1,1,1,0,1,11, , , ,1,A, , ,D, , , , ,11,2, ,2,35,35,33,3, , ,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,8,1,.230032752,-.787268300911926,4,3,1
1,25,1,1,23,11,2005,1,1,1,2,4,2,2,1,1,1,2,0,1,11, , , ,1,A, , , , , , , ,11,2, ,1,35,35,34,3, , ,1,1,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,.174474709,-.941625713695723,4,3,1
2,25,3,1,8,12,2005,1,1,1,2,3,1,1,1,1,1,1,0,1,11, , , ,1, , , ,D, , , , ,11,2, ,1,31,31,32,3, , ,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,2,2,1,3,.280638035,-.51302154492478,3,3,1
