sampleid,current_occupation,lifetime_occupation,SEX,SEXM,SEXF,AGE,agecat_wmh,age18_34,age35_49,age50_64,age65,educ,educat,ed011,ed12,ed1315,ed16,educ_cat,educ_cat4,marcat,marcoh,marswd,marnev,emp,empw,empst,emph,empr,empoth,occ_LT4,occ_cur4,str,secu,finalp1wt,finalp2wt,hhs,hhincome,income_per_capita,income_wmh,income_cat,income_cat1,income_cat2,income_cat3,income_cat4,mother_occ28,father_occ28,father_educ,mother_educ,higherparent_educ,mother_educ4,father_educ4,higherparent_educ4,mother_educ7,father_educ7,higherparent_educ7,mother_occ4,father_occ4,higherparent_occ4,spouse_lifetime_occupation,spouse_lifetime_occ4,str15
270200209000,7,7,1,1,0,25,1,1,0,0,0,15,3,0,0,1,0,7,4,1,1,0,0,1,1,0,0,0,0,4,4,11,1,1.16629994299909,1.81764174269706,3,9600,3200,2.25988700564972,4,0,0,0,1,21,24,15,12,15,2,4,4,6,7,7,2,2,2,7,4,340
270200209100, , ,0,0,1,47,2,0,1,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,11,1,.968199502737148, ,4,5400,1350,.953389830508475,2,0,1,0,0, , , , , , , , , , , , , , , , ,340
270200209200, , ,0,0,1,78,4,0,0,0,1,7,1,1,0,0,0,3,1,1,1,0,0,3,0,0,1,0,0, , ,11,1,.601162325831575, ,2,3420,1710,1.20762711864407,3,0,0,1,0, , , , , , , , , , , , , , , , ,340
270200209300,0,25,1,1,0,53,3,0,0,1,0,11,1,1,0,0,0,6,2,1,1,0,0,4,0,0,0,1,0,1,0,11,1,1.26276084054036,.463264283766849,3,4440,1480,1.04519774011299,3,0,0,1,0,27,27,7,7,7,1,1,1,3,3,3,1,1,1,14,2,340
270200209400,10,10,0,0,1,28,1,1,0,0,0,13,3,0,0,1,0,7,3,1,1,0,0,1,1,0,0,0,0,3,3,11,2,.947070630405272,2.24642641669457,3,4200,1400,.988700564971751,2,0,1,0,0,10,24,10,10,10,2,2,2,5,5,5,3,2,3,24,2,340
270200209500, , ,1,1,0,63,3,0,0,1,0,9,1,1,0,0,0,4,2,1,1,0,0,4,0,0,0,1,0, , ,11,2,.776226516685105, ,2,3384,1692,1.19491525423729,3,0,0,1,0, , , , , , , , , , , , , , , , ,340
270200209600, , ,1,1,0,66,4,0,0,0,1,13,3,0,0,1,0,7,3,1,1,0,0,4,0,0,0,1,0, , ,11,2,.776226516685105, ,3,4440,1480,1.04519774011299,3,0,0,1,0, , , , , , , , , , , , , , , , ,340
270200209700, , ,1,1,0,65,4,0,0,0,1,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,10,1,.776226516685105, ,2,6240,3120,2.20338983050847,4,0,0,0,1, , , , , , , , , , , , , , , , ,339
270200209800, , ,0,0,1,73,4,0,0,0,1,10,1,1,0,0,0,5,2,2,0,1,0,4,0,0,0,1,0, , ,10,1,.601162325831575, ,1,1680,1680,1.1864406779661,3,0,0,1,0, , , , , , , , , , , , , , , , ,339
270200209900,21,21,0,0,1,33,1,1,0,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0,2,2,10,1,1.08046834546236,.528136498843063,3,6600,2200,1.55367231638418,3,0,0,1,0,6, , ,15,15,4, ,4,7, ,7,4, ,4, , ,339
270200210100,6,6,0,0,1,48,2,0,1,0,0,20,4,0,0,0,1,7,4,2,0,1,0,1,1,0,0,0,0,4,4,11,1,.968199502737148,.708489638255635,1,5400,5400,3.8135593220339,4,0,0,0,1,27,4,17,7,17,1,4,4,3,7,7,1,4,4, , ,340
270200210200, , ,0,0,1,23,1,1,0,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,10,1,1.16629994299909, ,3,4800,1600,1.12994350282486,3,0,0,1,0, , , , , , , , , , , , , , , , ,339
270200210300,6,6,0,0,1,34,1,1,0,0,0,19,4,0,0,0,1,7,4,1,1,0,0,1,1,0,0,0,0,4,4,10,1,1.08046834546236,.528136498843063,2,14400,7200,5.08474576271186,4,0,0,0,1,6, , ,19,19,4, ,4,7, ,7,4, ,4,2,4,339
270200210400, , ,0,0,1,64,3,0,0,1,0,12,2,0,1,0,0,6,2,1,1,0,0,4,0,0,0,1,0, , ,11,1,.628180857329623, ,3,3072,1024,.72316384180791,2,0,1,0,0, , , , , , , , , , , , , , , , ,340
270200210500, , ,0,0,1,29,1,1,0,0,0,14,3,0,0,1,0,7,3,1,1,0,0,1,1,0,0,0,0, , ,10,2,1.16629994299909, ,3,8400,2800,1.9774011299435,3,0,0,1,0, , , , , , , , , , , , , , , , ,339
270200210600, , ,0,0,1,60,3,0,0,1,0,12,2,0,1,0,0,6,2,2,0,1,0,1,1,0,0,0,0, , ,11,1,.628180857329623, ,5,18000,3600,2.54237288135593,4,0,0,0,1, , , , , , , , , , , , , , , , ,340
270200210700, , ,1,1,0,66,4,0,0,0,1,7,1,1,0,0,0,3,1,1,1,0,0,4,0,0,0,1,0, , ,11,1,.776226516685105, ,4,3408,852,.601694915254237,2,0,1,0,0, , , , , , , , , , , , , , , , ,340
270200210800,25,25,0,0,1,70,4,0,0,0,1,7,1,1,0,0,0,3,1,2,0,1,0,1,1,0,0,0,0,1,1,11,1,.601162325831575,1.91696627718676,1,3600,3600,2.54237288135593,4,0,0,0,1,26,13,2,0,2,1,1,1,1,2,2,1,2,2, , ,340
270200210900, , ,0,0,1,40,2,0,1,0,0,14,3,0,0,1,0,7,3,1,1,0,0,1,1,0,0,0,0, , ,11,1,.968199502737148, ,4,12000,3000,2.11864406779661,4,0,0,0,1, , , , , , , , , , , , , , , , ,340
270200211000, , ,1,1,0,24,1,1,0,0,0,16,4,0,0,0,1,7,4,1,1,0,0,1,1,0,0,0,0, , ,10,1,1.16629994299909, ,3,3000,1000,.706214689265537,2,0,1,0,0, , , , , , , , , , , , , , , , ,339
270200211100, , ,0,0,1,45,2,0,1,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,11,2,.968199502737148, ,6,3600,600,.423728813559322,1,1,0,0,0, , , , , , , , , , , , , , , , ,340
270200211200, , ,0,0,1,57,3,0,0,1,0,10,1,1,0,0,0,5,2,1,1,0,0,4,0,0,0,1,0, , ,11,2,.812244603160077, ,3,7464,2488,1.75706214689266,3,0,0,1,0, , , , , , , , , , , , , , , , ,340
270200211300, , ,0,0,1,75,4,0,0,0,1,10,1,1,0,0,0,5,2,2,0,1,0,4,0,0,0,1,0, , ,10,1,.601162325831575, ,1,1680,1680,1.1864406779661,3,0,0,1,0, , , , , , , , , , , , , , , , ,339
270200211400, , ,1,1,0,24,1,1,0,0,0,12,2,0,1,0,0,6,2,3,0,0,1,5,0,0,0,0,1, , ,10,1,1.16629994299909, ,4,1548,387,.273305084745763,1,1,0,0,0, , , , , , , , , , , , , , , , ,339
270200211500, , ,1,1,0,42,2,0,1,0,0,12,2,0,1,0,0,6,2,3,0,0,1,5,0,0,0,0,1, , ,11,2,1.41847290364754, ,1,1560,1560,1.10169491525424,3,0,0,1,0, , , , , , , , , , , , , , , , ,340
270200211600,18,18,1,1,0,37,2,0,1,0,0,11,1,1,0,0,0,6,2,1,1,0,0,1,1,0,0,0,0,2,2,10,1,1.82961338766972,3.60902063228745,3,12000,4000,2.82485875706215,4,0,0,0,1,9,24,10,10,10,2,2,2,5,5,5,3,2,3,0,0,339
270200211700,25,25,1,1,0,33,1,1,0,0,0,12,2,0,1,0,0,6,2,2,0,1,0,1,1,0,0,0,0,1,1,7,1,1.32033955811217,.38180634039162,3,6600,2200,1.55367231638418,3,0,0,1,0,26,24,8,8,8,2,2,2,4,4,4,1,2,2, , ,336
270200211800,14,14,0,0,1,46,2,0,1,0,0,11,1,1,0,0,0,6,2,2,0,1,0,1,1,0,0,0,0,2,2,38,2,.968199502737148,.708489638255635,5,9600,1920,1.35593220338983,3,0,0,1,0,25,27,4,6,6,1,1,1,2,2,2,1,1,1, , ,367
270200211900, , ,0,0,1,50,3,0,0,1,0,12,2,0,1,0,0,6,2,2,0,1,0,1,1,0,0,0,0, , ,7,2,.754364029739987, ,3,3600,1200,.847457627118644,2,0,1,0,0, , , , , , , , , , , , , , , , ,336
270200212000,15,15,1,1,0,19,1,1,0,0,0,12,2,0,1,0,0,6,2,3,0,0,1,1,1,0,0,0,0,2,2,7,2,1.17754385130144,.793047156382633,3,3600,1200,.847457627118644,2,0,1,0,0,15, , ,12,12,2, ,2,6, ,6,2, ,2, , ,336
270200212100, , ,0,0,1,21,1,1,0,0,0,15,3,0,0,1,0,7,4,3,0,0,1,2,0,1,0,0,0, , ,7,2,1.09624621265661, ,4,8400,2100,1.48305084745763,3,0,0,1,0, , , , , , , , , , , , , , , , ,336
270200212200,12,12,0,0,1,37,2,0,1,0,0,13,3,0,0,1,0,7,3,1,1,0,0,1,1,0,0,0,0,2,2,7,2,.967228338628184,.358121772451552,2,8400,4200,2.96610169491525,4,0,0,0,1,11,4,15,13,15,3,4,4,7,7,7,3,4,4,8,3,336
270200212300, , ,0,0,1,40,2,0,1,0,0,13,3,0,0,1,0,7,3,1,1,0,0,1,1,0,0,0,0, , ,7,2,.993839550425286, ,4,9600,2400,1.69491525423729,3,0,0,1,0, , , , , , , , , , , , , , , , ,336
270200212400,0,15,0,0,1,20,1,1,0,0,0,14,3,0,0,1,0,7,3,3,0,0,1,2,0,1,0,0,0,2,0,7,2,1.09624621265661,1.94086868676953,3,12000,4000,2.82485875706215,4,0,0,0,1,27,24,13,8,13,2,3,3,4,7,7,1,2,2, , ,336
270200212500, , ,1,1,0,24,1,1,0,0,0,12,2,0,1,0,0,6,2,2,0,1,0,1,1,0,0,0,0, , ,7,2,1.17754385130144, ,4,24000,6000,4.23728813559322,4,0,0,0,1, , , , , , , , , , , , , , , , ,336
270200212600, , ,0,0,1,39,2,0,1,0,0,14,3,0,0,1,0,7,3,1,1,0,0,1,1,0,0,0,0, , ,7,2,.967228338628184, ,4,3600,900,.635593220338983,2,0,1,0,0, , , , , , , , , , , , , , , , ,336
270200212700,27,27,1,1,0,27,1,1,0,0,0,10,1,1,0,0,0,5,2,2,0,1,0,1,1,0,0,0,0,1,1,28,1,1.16629994299909,.283038647922393,4,1200,300,.211864406779661,1,1,0,0,0,14,28,14,11,14,2,3,3,6,7,7,2,2,2, , ,357
270200212800, , ,1,1,0,26,1,1,0,0,0,11,1,1,0,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,28,1,1.16629994299909, ,3,3600,1200,.847457627118644,2,0,1,0,0, , , , , , , , , , , , , , , , ,357
270200212900,0,13,0,0,1,80,4,0,0,0,1,14,3,0,0,1,0,7,3,2,0,1,0,4,0,0,0,1,0,2,0,28,1,.601162325831575,.298505217206707,1,1524,1524,1.07627118644068,3,0,0,1,0,13,24, , ,10, , ,2, , ,5,2,2,2, , ,357
270200213000, , ,0,0,1,51,3,0,0,1,0,13,3,0,0,1,0,7,3,1,1,0,0,1,1,0,0,0,0, , ,28,1,.812244603160077, ,3,2520,840,.593220338983051,2,0,1,0,0, , , , , , , , , , , , , , , , ,357
270200213100,0,2,0,0,1,59,3,0,0,1,0,15,3,0,0,1,0,7,4,1,1,0,0,4,0,0,0,1,0,4,0,28,1,.812244603160077,.35515744615573,2,3360,1680,1.1864406779661,3,0,0,1,0,26,26, , ,4, , ,1, , ,2,1,1,1,19,2,357
270200213200, , ,0,0,1,33,1,1,0,0,0,11,1,1,0,0,0,6,2,1,1,0,0,5,0,0,0,0,1, , ,28,1,1.08046834546236, ,3,2700,900,.635593220338983,2,0,1,0,0, , , , , , , , , , , , , , , , ,357
270200213300,9,9,0,0,1,37,2,0,1,0,0,15,3,0,0,1,0,7,4,2,0,1,0,1,1,0,0,0,0,3,3,28,1,1.08046834546236,.528136498843063,3,2520,840,.593220338983051,2,0,1,0,0,6,4,15,15,15,4,4,4,7,7,7,4,4,4, , ,357
270200213400, , ,1,1,0,60,3,0,0,1,0,15,3,0,0,1,0,7,4,1,1,0,0,4,0,0,0,1,0, , ,28,1,.776226516685105, ,2,3360,1680,1.1864406779661,3,0,0,1,0, , , , , , , , , , , , , , , , ,357
270200213500, , ,0,0,1,67,4,0,0,0,1,5,1,1,0,0,0,2,1,2,0,1,0,4,0,0,0,1,0, , ,28,1,.628180857329623, ,3,3444,1148,.810734463276836,2,0,1,0,0, , , , , , , , , , , , , , , , ,357
270200213600,25,25,0,0,1,41,2,0,1,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0,1,1,28,1,.968199502737148,.708489638255635,4,4800,1200,.847457627118644,2,0,1,0,0,25,12,7,7,7,1,1,1,3,3,3,1,2,2,24,2,357
270200213700, , ,1,1,0,18,1,1,0,0,0,11,1,1,0,0,0,6,2,3,0,0,1,2,0,1,0,0,0, , ,28,1,1.16629994299909, ,2,1464,732,.516949152542373,2,0,1,0,0, , , , , , , , , , , , , , , , ,357
270200213800, , ,1,1,0,33,1,1,0,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,28,1,1.82961338766972, ,4,5400,1350,.953389830508475,2,0,1,0,0, , , , , , , , , , , , , , , , ,357
270200213900, , ,0,0,1,66,4,0,0,0,1,10,1,1,0,0,0,5,2,1,1,0,0,4,0,0,0,1,0, , ,28,1,.628180857329623, ,2,3480,1740,1.22881355932203,3,0,0,1,0, , , , , , , , , , , , , , , , ,357
270200214000, , ,0,0,1,54,3,0,0,1,0,12,2,0,1,0,0,6,2,1,1,0,0,4,0,0,0,1,0, , ,28,1,.812244603160077, ,4,2400,600,.423728813559322,1,1,0,0,0, , , , , , , , , , , , , , , , ,357
270200214100,0,11,0,0,1,61,3,0,0,1,0,10,1,1,0,0,0,5,2,3,0,0,1,4,0,0,0,1,0,3,0,28,1,.628180857329623,.203854444257221,2,3720,1860,1.3135593220339,3,0,0,1,0,0,19,9,0,9,1,2,2,1,4,4,0,2,2, , ,357
270200214200,0,11,1,1,0,81,4,0,0,0,1,8,1,1,0,0,0,4,2,2,0,1,0,4,0,0,0,1,0,3,0,28,1,.571248951673021,.20280727548588,1,3420,3420,2.41525423728814,4,0,0,0,1,26,26,2,0,2,1,1,1,1,2,2,1,1,1, , ,357
270200214300, , ,0,0,1,58,3,0,0,1,0,17,4,0,0,0,1,7,4,1,1,0,0,1,1,0,0,0,0, , ,28,1,.812244603160077, ,3,6600,2200,1.55367231638418,3,0,0,1,0, , , , , , , , , , , , , , , , ,357
270200214400,7,7,0,0,1,49,2,0,1,0,0,17,4,0,0,0,1,7,4,2,0,1,0,1,1,0,0,0,0,4,4,28,1,.968199502737148,.708489638255635,2,3360,1680,1.1864406779661,3,0,0,1,0,15,23,4,7,7,1,1,1,3,2,3,2,2,2, , ,357
270200214500,4,4,1,1,0,48,2,0,1,0,0,15,3,0,0,1,0,7,4,2,0,1,0,1,1,0,0,0,0,4,4,28,1,1.41847290364754,4.39881092246731,2,1200,600,.423728813559322,1,1,0,0,0,13,2,14,10,14,2,3,3,5,7,7,2,4,4, , ,357
270200214600,14,14,0,0,1,52,3,0,0,1,0,11,1,1,0,0,0,6,2,1,1,0,0,1,1,0,0,0,0,2,2,28,1,.812244603160077,.35515744615573,4,1200,300,.211864406779661,1,1,0,0,0,26, , ,0,0,1, ,1,1, ,1,1, ,1,24,2,357
270200214700,12,12,0,0,1,55,3,0,0,1,0,13,3,0,0,1,0,7,3,3,0,0,1,1,1,0,0,0,0,2,2,28,1,.812244603160077,.35515744615573,1,3600,3600,2.54237288135593,4,0,0,0,1,0,7,4,10,10,2,1,2,5,2,5,0,4,4, , ,357
270200214800,0,23,0,0,1,51,3,0,0,1,0,8,1,1,0,0,0,4,2,1,1,0,0,3,0,0,1,0,0,2,0,7,1,.754364029739987,.298120494833441,5,6000,1200,.847457627118644,2,0,1,0,0,26,18,7,7,7,1,1,1,3,3,3,1,2,2,18,2,336
270200214900,0,6,1,1,0,30,1,1,0,0,0,13,3,0,0,1,0,7,3,1,1,0,0,5,0,0,0,0,1,4,0,19,1,.873409581373751,2.33512901855978,6,2640,440,.310734463276836,1,1,0,0,0,26,23,4,11,11,2,1,2,6,2,6,1,2,2,27,1,348
270200215000, , ,0,0,1,20,1,1,0,0,0,14,3,0,0,1,0,7,3,1,1,0,0,5,0,0,0,0,1, , ,19,1,.816644628095939,.357998488193091,6,4800,800,.564971751412429,2,0,1,0,0,8,7,17,13,17,3,4,4,7,7,7,3,4,4,8,3,348
270200215100, , ,1,1,0,54,3,0,0,1,0,16,4,0,0,0,1,7,4,2,0,1,0,1,1,0,0,0,0, , ,19,1,.783537413443401, ,2,4080,2040,1.44067796610169,3,0,0,1,0, , , , , , , , , , , , , , , , ,348
270200215200,9,9,0,0,1,21,1,1,0,0,0,14,3,0,0,1,0,7,3,3,0,0,1,1,1,0,0,0,0,3,3,19,1,.816644628095939,2.29902524174234,3,1200,400,.282485875706215,1,1,0,0,0,4,24,4,13,13,3,1,3,7,2,7,4,2,4, , ,348
270200215300,0,18,0,0,1,58,3,0,0,1,0,10,1,1,0,0,0,5,2,1,1,0,0,4,0,0,0,1,0,2,0,19,1,.831063986921895,.289237402236224,6,4080,680,.480225988700565,1,1,0,0,0,0,25,10,4,10,1,2,2,2,5,5,0,1,1,22,2,348
270200215400, , ,0,0,1,41,2,0,1,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,19,1,.778381205142247, ,5,4200,840,.593220338983051,2,0,1,0,0, , , , , , , , , , , , , , , , ,348
270200215500,9,9,0,0,1,50,3,0,0,1,0,12,2,0,1,0,0,6,2,2,0,1,0,1,1,0,0,0,0,3,3,19,1,.831063986921895,.289237402236224,1,2220,2220,1.56779661016949,3,0,0,1,0,9,24,10,12,12,2,2,2,6,5,6,3,2,3, , ,348
270200215600, , ,1,1,0,18,1,1,0,0,0,12,2,0,1,0,0,6,2,3,0,0,1,1,1,0,0,0,0, , ,19,1,1.37603791594178, ,6,4200,700,.494350282485876,1,1,0,0,0, , , , , , , , , , , , , , , , ,348
270200215700,0,24,1,1,0,36,2,0,1,0,0,11,1,1,0,0,0,6,2,1,1,0,0,5,0,0,0,0,1,2,0,19,1,.873409581373751,.363620478454021,5,3600,720,.508474576271186,2,0,1,0,0,24,24,10,10,10,2,2,2,5,5,5,2,2,2,7,4,348
270200215800,0,26,0,0,1,71,4,0,0,0,1,4,1,1,0,0,0,2,1,2,0,1,0,4,0,0,0,1,0,1,0,19,2,1.52982200315464,.576144619818387,1,1692,1692,1.19491525423729,3,0,0,1,0,20,18,0,5,5,1,1,1,2,1,2,2,2,2, , ,348
270200215900, , ,1,1,0,42,2,0,1,0,0,10,1,1,0,0,0,5,2,1,1,0,0,1,1,0,0,0,0, , ,19,2,1.24246646988882, ,5,4872,974.4,.688135593220339,2,0,1,0,0, , , , , , , , , , , , , , , , ,348
270200216000, , ,0,0,1,52,3,0,0,1,0,10,1,1,0,0,0,5,2,1,1,0,0,5,0,0,0,0,1, , ,19,1,.831063986921895, ,2,1752,876,.61864406779661,2,0,1,0,0, , , , , , , , , , , , , , , , ,348
270200216100, , ,1,1,0,42,2,0,1,0,0,10,1,1,0,0,0,5,2,1,1,0,0,1,1,0,0,0,0, , ,8,1,1.15218008896762, ,3,2880,960,.677966101694915,2,0,1,0,0, , , , , , , , , , , , , , , , ,337
270200216200, , ,1,1,0,52,3,0,0,1,0,20,4,0,0,0,1,7,4,1,1,0,0,1,1,0,0,0,0, , ,8,1,1.03888902485633, ,2,3480,1740,1.22881355932203,3,0,0,1,0, , , , , , , , , , , , , , , , ,337
270200216300, , ,1,1,0,20,1,1,0,0,0,13,3,0,0,1,0,7,3,3,0,0,1,2,0,1,0,0,0, , ,8,1,1.17754385130144, ,4,3360,840,.593220338983051,2,0,1,0,0, , , , , , , , , , , , , , , , ,337
270200216400, , ,0,0,1,80,4,0,0,0,1,1,1,1,0,0,0,2,1,2,0,1,0,3,0,0,1,0,0, , ,19,1,.856873427509532,.890543146733404,2,840,420,.296610169491525,1,1,0,0,0,0,21, ,3,3,1, ,1,2, ,2,0,2,2, , ,348
270200216500, , ,0,0,1,66,4,0,0,0,1,10,1,1,0,0,0,5,2,2,0,1,0,4,0,0,0,1,0, , ,19,1,.620857413265678, ,5,3000,600,.423728813559322,1,1,0,0,0, , , , , , , , , , , , , , , , ,348
270200216600, , ,0,0,1,44,2,0,1,0,0,14,3,0,0,1,0,7,3,2,0,1,0,1,1,0,0,0,0, , ,1,1,.92827954646866, ,3,5040,1680,1.1864406779661,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200216700,14,14,0,0,1,37,2,0,1,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0,2,2,1,1,.813077674547934,2.14462755471648,4,7800,1950,1.3771186440678,3,0,0,1,0,15, , ,10,10,2, ,2,5, ,5,2, ,2,18,2,330
270200216800, , ,0,0,1,61,3,0,0,1,0,7,1,1,0,0,0,3,1,2,0,1,0,4,0,0,0,1,0, , ,8,1,1.01043497365819, ,1,1272,1272,.898305084745763,2,0,1,0,0, , , , , , , , , , , , , , , , ,337
270200216900,13,13,0,0,1,47,2,0,1,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0,2,2,8,1,.764465508856543,.21439751060011,4,2640,660,.466101694915254,1,1,0,0,0,26,26,7,10,10,2,1,2,5,3,5,1,1,1,18,2,337
270200217000,26,26,0,0,1,50,3,0,0,1,0,8,1,1,0,0,0,4,2,2,0,1,0,1,1,0,0,0,0,1,1,8,1,.770841958884077,1.6168688982513,2,1032,516,.364406779661017,1,1,0,0,0,26, , ,2,2,1, ,1,2, ,2,1, ,1, , ,337
270200217100, , ,0,0,1,52,3,0,0,1,0,10,1,1,0,0,0,5,2,1,1,0,0,1,1,0,0,0,0, , ,1,1,.811774826061662, ,3,1680,560,.395480225988701,1,1,0,0,0, , , , , , , , , , , , , , , , ,330
270200217200, , ,0,0,1,30,1,1,0,0,0,21,4,0,0,0,1,7,4,1,1,0,0,1,1,0,0,0,0, , ,1,1,.813077674547934, ,3,9000,3000,2.11864406779661,4,0,0,0,1, , , , , , , , , , , , , , , , ,330
270200217300, , ,0,0,1,43,2,0,1,0,0,11,1,1,0,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,1,1,.92827954646866, ,3,30000,10000,7.06214689265537,4,0,0,0,1, , , , , , , , , , , , , , , , ,330
270200217400, , ,1,1,0,43,2,0,1,0,0,10,1,1,0,0,0,5,2,1,1,0,0,1,1,0,0,0,0, , ,1,1,1.52516146392188, ,5,6000,1200,.847457627118644,2,0,1,0,0, , , , , , , , , , , , , , , , ,330
270200217500, , ,0,0,1,36,2,0,1,0,0,15,3,0,0,1,0,7,4,1,1,0,0,1,1,0,0,0,0, , ,1,1,.813077674547934, ,4,10200,2550,1.80084745762712,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200217600, , ,0,0,1,21,1,1,0,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,1,1,1.05600598460682, ,2,4164,2082,1.47033898305085,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200217700,10,10,0,0,1,27,1,1,0,0,0,11,1,1,0,0,0,6,2,2,0,1,0,1,1,0,0,0,0,3,3,1,1,1.05600598460682,.558868183640668,3,2400,800,.564971751412429,2,0,1,0,0,21, , ,11,11,2, ,2,6, ,6,2, ,2, , ,330
270200217800, , ,1,1,0,58,3,0,0,1,0,16,4,0,0,0,1,7,4,1,1,0,0,4,0,0,0,1,0, , ,1,1,1.27232721054446, ,5,4800,960,.677966101694915,2,0,1,0,0, , , , , , , , , , , , , , , , ,330
270200217900, , ,0,0,1,68,4,0,0,0,1,7,1,1,0,0,0,3,1,1,1,0,0,4,0,0,0,1,0, , ,1,1,.775118595657777, ,2,3480,1740,1.22881355932203,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200218000, , ,1,1,0,39,2,0,1,0,0,11,1,1,0,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,1,1,1.94675629583306, ,4,9600,2400,1.69491525423729,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200218100, , ,1,1,0,65,4,0,0,0,1,11,1,1,0,0,0,6,2,1,1,0,0,4,0,0,0,1,0, , ,1,1,1.22912171978826, ,2,2820,1410,.995762711864407,2,0,1,0,0, , , , , , , , , , , , , , , , ,330
270200218200, , ,0,0,1,50,3,0,0,1,0,13,3,0,0,1,0,7,3,2,0,1,0,1,1,0,0,0,0, , ,1,1,.811774826061662, ,3,5400,1800,1.27118644067797,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200218300, , ,0,0,1,60,3,0,0,1,0,10,1,1,0,0,0,5,2,2,0,1,0,4,0,0,0,1,0, , ,1,1,.775118595657777, ,4,8400,2100,1.48305084745763,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200218400, , ,1,1,0,56,3,0,0,1,0,18,4,0,0,0,1,7,4,2,0,1,0,5,0,0,0,0,1, , ,1,1,1.27232721054446, ,1,3600,3600,2.54237288135593,4,0,0,0,1, , , , , , , , , , , , , , , , ,330
270200218500, , ,0,0,1,23,1,1,0,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0, , ,1,1,1.05600598460682, ,3,6000,2000,1.41242937853107,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200218600,14,14,0,0,1,53,3,0,0,1,0,16,4,0,0,0,1,7,4,2,0,1,0,1,1,0,0,0,0,2,2,1,1,.811774826061662,.55898363119462,2,4080,2040,1.44067796610169,3,0,0,1,0,11,8, ,8,8,2, ,2,4, ,4,3,3,3, , ,330
270200218700, , ,0,0,1,82,4,0,0,0,1,16,4,0,0,0,1,7,4,2,0,1,0,4,0,0,0,1,0, , ,1,1,.594904966542916, ,1,1920,1920,1.35593220338983,3,0,0,1,0, , , , , , , , , , , , , , , , ,330
270200218800,8,8,1,1,0,44,2,0,1,0,0,12,2,0,1,0,0,6,2,1,1,0,0,1,1,0,0,0,0,3,3,10,2,1.41847290364754,4.39881092246731,5,6000,1200,.847457627118644,2,0,1,0,0,24,23,4,7,7,1,1,1,3,2,3,2,2,2,22,2,339
270200218900,14,14,1,1,0,51,3,0,0,1,0,20,4,0,0,0,1,7,4,1,1,0,0,4,0,0,0,1,0,2,2,10,2,1.26276084054036,2.97503011075069,3,8400,2800,1.9774011299435,3,0,0,1,0,26,26,7,0,7,1,1,1,1,3,3,1,1,1,7,4,339
270200219000, , ,0,0,1,55,3,0,0,1,0,11,1,1,0,0,0,6,2,3,0,0,1,1,1,0,0,0,0, , ,10,1,.812244603160077, ,2,2400,1200,.847457627118644,2,0,1,0,0, , , , , , , , , , , , , , , , ,339
270200219100, , ,0,0,1,64,3,0,0,1,0,10,1,1,0,0,0,5,2,2,0,1,0,4,0,0,0,1,0, , ,10,1,.628180857329623, ,1,1680,1680,1.1864406779661,3,0,0,1,0, , , , , , , , , , , , , , , , ,339
270200219200, , ,0,0,1,53,3,0,0,1,0,13,3,0,0,1,0,7,3,1,1,0,0,4,0,0,0,1,0, , ,10,1,.812244603160077, ,3,6000,2000,1.41242937853107,3,0,0,1,0, , , , , , , , , , , , , , , , ,339
270200219300, , ,1,1,0,42,2,0,1,0,0,13,3,0,0,1,0,7,3,1,1,0,0,1,1,0,0,0,0, , ,10,1,1.41847290364754, ,2,4800,2400,1.69491525423729,3,0,0,1,0, , , , , , , , , , , , , , , , ,339
270200219400, , ,0,0,1,80,4,0,0,0,1,7,1,1,0,0,0,3,1,2,0,1,0,4,0,0,0,1,0, , ,10,2,.601162325831575, ,3,5040,1680,1.1864406779661,3,0,0,1,0, , , , , , , , , , , , , , , , ,339
